web-scraper-order,web-scraper-start-url,google_titre,date,url,url-href,titre,description,auteur,info,text
"1732987087-53","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Sur les campus américains, «faire tomber le premier domino du soutien à Israël»","2024-04-30T07:00:00Z","","https://news.google.com/read/CBMitgFBVV95cUxOSXNGMG10MHFCOThfbUxSdEs5N2NObVQ2SU5UM2dZU1gxQTR0RHowQTdKZm55dzRZNWVFOHVZT1B0cjBzLVlhTXljdmZyRXMxNkdLdmk5S00zTjZvWTBUdXk2QnprS1VPRmdWTkJYekNZQ2p3cU9vRTBCdnM0UW93bFZIMEdNVEo5MTNnbVdTakJDQkdnTEUyYVBWWEFnbk5hRUxXcFF2elh5THR2ejhaekp0MExmUQ?hl=fr&gl=FR&ceid=FR%3Afr","","","Simon Petite","Publié le 30 avril 2024 à 13:40. / Modifié le 01 mai 2024 à 14:41.","[{""text"":""«Cela faisait des mois que nous manifestions contre la guerre à Gaza mais tout le monde s’en fichait», relate un étudiant dans le hall occupé par des tentes aux couleurs de la Palestine de la New School For Social Research, université en plein cœur de Manhattan. «Puis nos camarades de Columbia ont monté leurs tentes sur leur campus et cela a été comme une étincelle», dit ce jeune homme de 24 ans, qui préfère ne pas donner son nom de peur des mesures de rétorsion. Car la répression s’intensifie contre les rassemblements pro-palestiniens à travers les Etats-Unis, sur fond d’incidents antisémites.""},{""text"":""A ses côtés, une étudiante née au Koweït de parents égyptiens renchérit: «Nous risquons d’être exmatriculés, mais c’est le moins que l’on puisse faire. A Gaza, les universités sont bombardées!» Sur ces mots, un employé de l’administration arrache autant d’affiches que possible. Les étudiants tentent de s’interposer. Ils referont des posters appelant à ce que leurs frais d’inscription ne contribuent pas au «génocide» à Gaza, ou qualifiant le sionisme de terrorisme.""}]"
"1732987090-54","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - L'Université de Lausanne a saisi la justice après les occupations pro-palestiniennes","2024-11-14T08:00:00Z","","https://news.google.com/read/CBMisgFBVV95cUxPZWFZcjBNdlM0cmtMTEVVc3paSXdJM0ZfU3VNbUM3aFFnRXppMDUyek5sb1B6cVVkcVd3VlFQQWhlSHctdGdCVC1ubm1GdWNIeEVHWmJlZ2FQMlBZNjZBOFpXemM1VG5fb2lWcGo0V1pfT3YtNWNXYWNNOUtramdkdGtCQ0ZCRnRSbjUycEUxZnZCdTBUYnJnaWZUUTBQX1Fqa2ZxWWlqNUw1NHpRZ2c0eU1B?hl=fr&gl=FR&ceid=FR%3Afr","","","Le Temps avec l’ATS","Publié le 14 novembre 2024 à 10:38. / Modifié le 14 novembre 2024 à 19:31.","[{""text"":""Révélée par la RTS, la saisie de la justice par l’Université de Lausanne après les occupations pro-palestiniennes a été confirmée jeudi à Keystone-ATS par le Ministère public vaudois. Celui-ci indique avoir bien reçu une dénonciation (pour la diffusion d’une liste de professeurs en lien avec des universités israéliennes) et une plainte pénale (pour dommage à la propriété) de l’UNIL, faisant chacune l’objet d’une procédure pénale.""},{""text"":""Les dommages à la propriété concernent des tags et déprédations de bâtiments. Quant à la fameuse liste, élaborée par le collectif pro-palestinien actif à l’UNIL, elle mentionnait les noms de chercheurs et professeurs ayant eu des relations avec les universités ou le régime israéliens. Contactée par la RTS, l’UNIL justifie sa dénonciation pénale en se disant «préoccupée par l’impact de cette publication sur le droit de la personnalité et la liberté individuelle des chercheurs ainsi exposés.»""},{""text"":""Comme plusieurs autres universités de Suisse et d’ailleurs, l’UNIL a été secouée par des actions pro-palestiniennes le printemps dernier. Le hall du bâtiment Géopolis a notamment été occupé durant une dizaine de jours, parfois par plusieurs centaines d’étudiants. Après plusieurs jours de négociations, la direction de l’alma mater avait pris certains engagements vis-à-vis des étudiants, mais refusé leur principale revendication, à savoir un boycott académique d’Israël.""},{""text"":""Outre l’UNIL, la RTS a fait un tour d’horizon des autres universités romandes en lien avec les actions pro-palestiniennes. Celle de Fribourg a aussi déposé une plainte pénale, pour violation de domicile. A Genève, une plainte a été retirée après la libération du site. Finalement, à Neuchâtel et à l’EPFL, aucune action en justice n’a été entreprise.""}]"
"1732987094-55","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - A l’Unil, des professeurs fichés pour leurs collaborations académiques israéliennes","2024-05-27T07:00:00Z","","https://news.google.com/read/CBMiuAFBVV95cUxPZEpGRXItUUlWWWtRUjJkZGgxdzk4bUdhYXFMSG9ycHhodmpYNXRaZDBUb1JBbXJJV2Z3NnN6Wnk0UzgtMi0xYVBPbjFZTDlFZGhJazhXRk1ZUUVoZzl1V2NyeUh0WWd1emFSdHRWSlplSGlUQ2NESk1SNnluaWNWMEc3R3I5TnVwQlpNTGNxcVFSVm16ajBZZEl1OTFhRGtwSVZha3JQTGF5SGRucHRpRkltSTIyOEN3?hl=fr&gl=FR&ceid=FR%3Afr","","","Aïna Skjellaug","Publié le 27 mai 2024 à 16:51. / Modifié le 29 mai 2024 à 09:59.","[{""text"":""La mise au pilori est-elle désormais une discipline universitaire? Vous êtes professeur à la Faculté de biologie et médecine de l’Université de Lausanne (Unil) et avez lancé en 2021 un travail de quatre ans sur les facteurs de virulence lors d’infection à pneumocoque, en partenariat avec un collègue du Weizmann Institute of Science en Israël. Vous êtes désormais fiché. Votre nom apparaît aux côtés d’une quinzaine d’autres collègues de l’Unil, en facultés de lettres, médecine, ou géosciences et environnement qui, comme vous, collaborent avec des pairs académiques en Israël.""}]"
"1732987098-56","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Frédéric Herman: «A l’Unil, nous avons fait le choix de maintenir un dialogue»","2024-05-09T07:00:00Z","","https://news.google.com/read/CBMipwFBVV95cUxPUXh3N3JRQ2hjcUpyVWZJTlpyZUxhdTEyS1N5Nld2RmlDLUdsWFc5cjB6TE5iQmFEUjFZU3did2xKc1I2emxWVmdTN1A3Q05IZFpVYzVQZWRwdE9oWWN4VlZlWTlvUEhOaGlmc012eHBDQmJYdW9uOGpIVU0ta2hyZGFyaWlLdWExZGxISVZ1ckdiNktDM0J5VXpsS2VqWThSeUtwdUFyTQ?hl=fr&gl=FR&ceid=FR%3Afr","","","Aïna Skjellaug","Publié le 09 mai 2024 à 17:28. / Modifié le 10 mai 2024 à 10:48.","[{""text"":""Dans la nuit de mercredi à jeudi, l’occupation nocturne du bâtiment Géopolis a pris fin: les manifestants pro-palestiniens ont levé le camp à la demande du rectorat. Le lendemain matin, ils étaient de retour. Le recteur de l’Université de Lausanne Frédéric Herman mène depuis une semaine désormais les négociations avec les étudiants activistes.""},{""text"":""Le Temps: Quelles sont les nouvelles conditions fixées par vos négociations, et jusqu’à quand?""}]"
"1732987101-57","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Daniel Jositsch: «La crédibilité des universités est entachée»","2024-05-13T07:00:00Z","","https://news.google.com/read/CBMikwFBVV95cUxPMDUyZFVIcE8xVmRYR044bWFQM1NDVHJaQ3lLbnpCME5RbFpac3ljUHdzVWZfaVlobEtFNGtHN1RWNVdlZXdUaWhmTS1IVk8zcGhsNmR5a1FEV3dGNEZuTkMzalRxV1UxV1BGQWhVRjNUc3UxVmJPUDV2NjVPdDFpbGV4czFLZlFVTjItUU1wbld4Wmc?hl=fr&gl=FR&ceid=FR%3Afr","","","Laure Lugon Zugravu","Publié le 13 mai 2024 à 17:40. / Modifié le 16 mai 2024 à 06:14.","[{""text"":""Le conseiller aux Etats socialiste zurichois ne mâche pas ses mots devant l’occupation des universités romandes. Gros gabarit politique, Daniel Jositsch est professeur de droit pénal à l’Université de Zurich et membre de la Fédération suisse des communautés israélites. Elu à la Chambre haute au premier tour l’année dernière mais candidat malheureux au Conseil fédéral, il ose se distancier de son parti sur les questions sensibles, au septième jour d’occupation de l’Université de Genève et au moment où la conseillère d’Etat Anne Hiltpold demande l’évacuation. L’alma mater vient de déposer une plainte pour violation de domicile, ce qui ouvre la voie à une intervention policière.""}]"
"1732987105-58","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - «Je t’aime, moi non plus» d’une partie de la gauche aux étudiants pro-palestiniens","2024-05-17T07:00:00Z","","https://news.google.com/read/CBMirgFBVV95cUxOUHlOY0FObkNsXzdHQ21GbzJvNzBvOVREQ0pfUFdfMTlQNjV3MWtROGd4YVFiNUFNdm0ydU95Qy1HZ01Gbm43Q2VMSVk4Vm9mdW1ERXNJZWxWajdmUFowQVBuaUEza0dLdVhzTUR0TDZfMno0NGJDeFFzU0xnUXBaSWJzN01DWGR6X2RQWU9UMnUwR0t0d1dIb0Nia0NpTHNqb3I1c3F3aXRpdkd5WWc?hl=fr&gl=FR&ceid=FR%3Afr","","","Laure Lugon Zugravu","Publié le 17 mai 2024 à 07:38. / Modifié le 23 mai 2024 à 18:11.","[{""text"":""C’est un clivage gauche-droite classique. Depuis quelques semaines, les occupations de campus et revendications des étudiants pro-palestiniens divisent. La droite appelle à la fermeté, la gauche applaudit et se mobilise.""},{""text"":""Pourtant, des voix de gauche commencent à faire entendre une musique un rien dissidente. L’ancienne conseillère administrative socialiste de la ville de Genève, Sandrine Salerno, s’est fendue d’un courrier dans la Tribune de Genève pour fustiger une «indignation à géométrie variable». Mardi dans nos colonnes, le conseiller aux Etats socialiste zurichois, Daniel Jositsch, osait nommer une inclination que son parti dément avec la dernière énergie: «Au PS, j’estime quand même qu’il existe une tendance islamo-gauchiste.»""}]"
"1732987109-59","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - L’agenda à 30 plaques des nouveaux bolcheviques","2024-09-21T07:00:00Z","","https://news.google.com/read/CBMihgFBVV95cUxPa0J5d1lWYUI1b3AwY3ZOSUNValNXN0JCVk5BUmxhbHdlVFhoT1ZBTEZEc19RQ2tlMnk2MG9FMFQ2Unp4WmFTclRzV2xzNVpJcl9hY3ZvWXVUTHRkZzh4bkFrN1ZDdzV5Qkk0SWVQNTV4VG9HTG00S2thRTBvTXJYVVNJa1RZZw?hl=fr&gl=FR&ceid=FR%3Afr","","","Laure Lugon Zugravu","Publié le 21 septembre 2024 à 08:46. / Modifié le 21 septembre 2024 à 19:35.","[{""text"":""L’heure est grave. Les visages, sombres. On dirait le temps venu d’un désastre historique, à considérer la mine des militants du syndicat étudiant de l’université de Genève (CUAE) qui a rameuté la presse. Pensez donc: alors qu’ils viennent tout juste de reprendre du service, le féroce rectorat les met en demeure de cesser les insanités, sous peine de s’attirer des bricoles.""},{""text"":""Après l’occupation de l’uni au printemps dernier, c’est maintenant un agenda qu’on leur reproche. Un guide dans lequel les jeunes résistants ont eu le courage d’émailler les annotations ordinaires de leur fameux slogan antisioniste ainsi que de dates anniversaire. Essentiellement des actes de résistance dont on peut supposer qu’ils se félicitent. Comme la grève féministe, les quatre ans de l’occupation de la zone à défendre (ZAD) de la colline du Mormont, les cinquante-cinq ans de la grève générale italienne «automne chaud». Parmi elles figure en date du 6 septembre le «triple détournement d’avions par le Front populaire de libération de la Palestine». Quoi de plus naturel, en effet, que de célébrer le souvenir d’actes terroristes? Ignorant cette évidence, le rectorat a haussé le ton et menacé le syndicat de suspendre, voire de lui retirer sa reconnaissance, s’il ne cessait pas derechef la distribution du pense-bête propagandiste.""}]"
"1732987112-60","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Universités romandes, fabriques de militants de gauche","2024-05-31T07:00:00Z","","https://news.google.com/read/CBMiiwFBVV95cUxNTklUMmVPTkR2NHlpVG9PZVRfYUthVDhlUk9Vemc5UVYzcVZYWWxfcmtVNzZjV2tXSllXaURzTVhacm03X1pMWEowODdpLWNkellvQ2JQcm94Y3Y5N2tqRHlWS1FSb3hwRDhqMlJoN0hIN2FrSTNjTHdNSWVabWFjOGlBb0g5U1J6QXFv?hl=fr&gl=FR&ceid=FR%3Afr","","","Laure Lugon Zugravu","Publié le 31 mai 2024 à 21:26. / Modifié le 04 juin 2024 à 17:57.","[{""text"":""«Vous me demandez s’il n’y a que des profs de gauche à l’université? Mais pas du tout! Il y en a beaucoup d’extrême gauche aussi.» Cette boutade du député vaudois vert’libéral David Vogel résume le sentiment d’une partie de l’opinion. Au point que l’élu songe à déposer un texte réclamant d’engager des profs de toutes les obédiences politiques, un genre de formule magique académique.""},{""text"":""Depuis quelques semaines, l’activisme d’une minorité d’étudiants sur le conflit israélo-palestinien a éclairé l’université d’une lumière crue. Demandes de boycott, occupations, polémiques sur la légitimité des actions, panique des rectorats. Que se passe-t-il en ces murs? Les vieilles alma mater sont-elles devenues des laboratoires révolutionnaires sous un vernis scientifique?""}]"
"1732987116-61","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Bernard Voutat: «Dire que nos cours sont imprégnés de wokisme ou d’islamo-gauchisme est une ineptie","2024-05-31T07:00:00Z","","https://news.google.com/read/CBMizAFBVV95cUxORHNfTmFiaW93TG9KNHloTFd4aGFWVnlxVzJhX2J2ZmpRR3NOVGZ2VnVHbWhCcGlqVlFxV19RSjB3b2twQVpKd2pxSUFTUkwwSjZ5YWNnRFFDVERjRVFVZE1UNUdVUTVBbl9vanFyUXJaMXU5VDBrUTJLUmx6c25GOGRPLW4zelQzS2hUbHJ0QXc1WFZubm5DcnEtZERxVk9sbjZfMWMxMzBWZFIxbDI0bEF4by1rQzhBNWZzTktjQnZkb3RodU02T3FmT0s?hl=fr&gl=FR&ceid=FR%3Afr","","","Raphaël Jotterand","Publié le 31 mai 2024 à 21:25. / Modifié le 01 juin 2024 à 12:35.","[{""text"":""Les sciences sociales et politiques (SSSP) sont-elles trop orientées à gauche? Dit comme ça, la plupart de la communauté universitaire en rigolerait. Poser la question, c’est y répondre: «Si on faisait un sondage parmi les enseignants de la faculté pour savoir qui vote pour quel parti, probablement qu’il y aurait peu de gens à droite et pratiquement pas d’UDC», admet Bernard Voutat, professeur de sciences politiques à l’Université de Lausanne. Pourtant, celui qui affiche clairement son soutien aux étudiants pro-palestiniens ne voit pas le problème.""}]"
"1732987119-62","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - A l’Université de Neuchâtel, les étudiants démasquent un policier infiltré","2024-05-22T07:00:00Z","","https://news.google.com/read/CBMipgFBVV95cUxOMW03dmFHTHhvb2FHWWxTcFkxUXdEVVQ5WmVYQ1RkSUNOZVRBX2pRMEhXakRsYWlGc3AtRzVoblVkOW5QM0hWV1c1TU16NVE1SFBvSG1aREJuRm8xRmptY3EwaVBLYUF5R3dPVFR6YWlic3NRZUY1bTNiZ2ZuWjMzMk9vMnBiX2EzWElyeFpYMlhLTmNoYkkxMHdkWkR1QUtPSmdXaDF3?hl=fr&gl=FR&ceid=FR%3Afr","","","Le Temps avec l’ATS","Publié le 22 mai 2024 à 16:47. / Modifié le 23 mai 2024 à 15:23.","[{""text"":""Un agent de police infiltré a dû quitter l’assemblée générale de la Fédération des étudiants neuchâtelois (FEN), ce mardi en début d’après-midi. Selon le journaliste d’Arcinfo qui relate cette étrange histoire, et qui a pu consulter une vidéo de la scène, l’homme est resté dans la salle lorsqu’il a été précisé que les débats étaient réservés aux seuls étudiants. Après avoir refusé de signer la feuille de présence, il a été questionné. Il a prétendu qu’il faisait un master en droit et qu’il n’avait pas sa carte d’étudiant sur lui.""},{""text"":""Coprésident de la Fédération, Marius Hofer raconte: «Nous lui avons alors demandé son nom pour vérifier à quelle faculté il appartenait. Il nous a demandé si nous étions de la police et est parti.» L’autre coprésidente de la FEN, Sophie Wang, dénonce la méthode: «Il a affirmé être un étudiant de l’Université. C’est problématique car cela lui confère le droit de vote. C’est un comportement qui n’est pas acceptable.»""},{""text"":""Porte-parole de la police cantonale, Georges-André Lozouet confirme: «Hier, un de nos agents s’est retrouvé dans une assemblée de la Fédération des étudiants neuchâtelois. Il a quitté les lieux à la demande de l’un des membres.» Pour le policier, il ne s’agit «aucunement d’une infiltration mais d’une présence policière», en lien avec l’occupation de l’Université et le conflit au Moyen-Orient. Il insiste: «L’objectif est de prévenir d’éventuels débordements entre militants d’un bord comme de l’autre».""},{""text"":""Il y a une semaine, des étudiants pro-palestiniens avaient pris possession du hall de l’aula des Jeunes-Rives, dans les bâtiments de l’Université de Neuchâtel. Ils ont accepté de mettre fin à cette occupation ce mercredi. Le rectorat renonce à des sanctions disciplinaires ou à un dépôt de plainte. Le collectif promet de pas relancer d’action et de se distancier d’éventuelles autres tentatives comparables.""},{""text"":""Selon le porte-parole Georges-André Lozouet, «les circonstances dans lesquelles cet agent s’est retrouvé à cet endroit font l’objet d’éclaircissements à l’interne». Le député socialiste Hugo Clémence a posé une question au Conseil d’Etat pour savoir si ce dernier «cautionne cette méthode scandaleuse». Pour cette raison, la police ne s’exprimera pas davantage. Le gouvernement répondra dans une semaine, le mercredi 29 mai.""}]"
"1732987123-63","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Recteur, ce «métier» devenu impossible","2024-05-29T07:00:00Z","","https://news.google.com/read/CBMic0FVX3lxTE0yTU9QQUtVVUs1OGY1aFJ0Z1d0QkVhTzhMVnlCWVctdHNXWDd2M3VzLW9MRWhqX3lEUHFINWtZNmxDQktDYnZkcWpwMi0wTlYzWHU5YXBRYWlFa0piUDZncGRaelJzUW9rdERIZ2F0Um0ydzA?hl=fr&gl=FR&ceid=FR%3Afr","","","Marc Guéniat","Publié le 29 mai 2024 à 06:32. / Modifié le 29 mai 2024 à 17:10.","[{""text"":""Devenir recteur d’une université était autrefois l’ultime consécration d’une carrière académique. Une fonction de prestige dont le but premier consistait à faire rayonner une institution en confiant sa gestion à une sorte de primus inter pares au sein de l’alma mater, où il est de bon ton de distiller une expression latine lors d’un exposé comme lors du Dies academicus. On se le représente en mâle grisonnant, portant lunettes, vif d’esprit et marchant sereinement jusqu’à l’estrade pour prononcer une allocution.""},{""text"":""Oubliez cette image. L’époque a changé et la fonction est devenue un sacerdoce. Le «ministre» du savoir occupe désormais un poste éminemment politique. Jeté dans l’arène, il est sommé de prendre parti sur les grands débats qui agitent la société, ou de conserver une prétendue neutralité, laquelle est de toute manière vue comme un positionnement indifférent sinon lâche. Que l’on songe, ces dernières années, aux grèves climatiques et féministes, à la pandémie ou à la guerre en Ukraine. Et surtout, ces derniers mois, au conflit israélo-palestinien.""}]"
"1732987126-64","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Audrey Leuba: «L’université a le devoir de se montrer critique envers elle-même»","2024-05-10T07:00:00Z","","https://news.google.com/read/CBMitAFBVV95cUxObEFZWjRfMjNMTWgycHB1Z0ZNSXBTOXdlWGk4OFdPamNaTHlaZEFNVy1yM18yUkFjVDUwYUkySnVESUdnemRwYzcwTFRYZTh6RDFPVEVzMmphUVJiX2xFSm5Lc1E1aGhBai1KaXlRek94cUQxd19qRzh2U0R4ajFOaGdjQWhwR3FENkQybUYzOF9BckFmUGMwSUU1NjJ6YzIyd1lQY2d2dEM5bkN1STRpaXBfUUM?hl=fr&gl=FR&ceid=FR%3Afr","","","Sylvia Revello","Publié le 10 mai 2024 à 18:09. / Modifié le 13 mai 2024 à 08:49.","[{""text"":""Elle n’imaginait sans doute pas devoir affronter une crise d’une telle ampleur. Un peu plus d’un mois après son entrée en fonction, la nouvelle rectrice de l’Université de Genève (Unige) Audrey Leuba fait face à l’occupation du bâtiment Uni Mail par des étudiants pro-palestiniens depuis ce mardi. Ce vendredi, la tension est encore montée d’un cran entre des membres de la communauté israélienne et les manifestants qui entamaient une minute de silence pour Gaza. En retrait jusqu’ici, la rectrice réagit pour la première fois et détaille le vaste processus de réflexion que l’Unige a entamé avec la constitution d’un comité scientifique chargé d’examiner le rôle des universités dans le débat public.""},{""text"":""Le positionnement face aux conflits armés, comme celui de Gaza, est au cœur des discussions. Alors que Zurich a évacué manu militari ses étudiants et que Lausanne a créé une commission chargée d’analyser les collaborations avec les universités israéliennes, Audrey Leuba défend une approche plus large qui s’inscrit dans le temps long.""}]"
"1732987130-65","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Si le militantisme prospère à l’Université de Genève, la liberté d’expression n’a pas dit son dernier mot","2024-09-18T07:00:00Z","","https://news.google.com/read/CBMi2AFBVV95cUxNaEJtOVhxR2Jpd1JWZUZJX0RsbFoxVG5EWkJlNzdGbFJSS1JMYnYxdF9YaXFLQjNqNklzQUJmMUc1R28yZE1HLXk0ZnUtTzkzZ2l4SFVTR2Ezd3N3SUZwRjhlVERmRUpmbFdXY0xTeEcyX1FLQldLYnFmZFpMb2ZadXhDcDVaeEx6UkE4SjF0LWk3dVQ2bjJ1ckxzQ1hWZEpUTksyYTRrUTRoS2VVX3U4ZHE0SFMycklDZmk0OF93blh4QmtDMERKejZSYk1wUXpyelQzVUpVaHI?hl=fr&gl=FR&ceid=FR%3Afr","","","Laure Lugon Zugravu","Publié le 18 septembre 2024 à 17:14. / Modifié le 19 septembre 2024 à 07:53.","[{""text"":""Quand on invente un personnage de roman, il arrive qu’on veuille se frotter à sa réalité. C’est ce qu’a tenté Enzo Santacroce, enseignant de philosophie dans un gymnase vaudois et passionné de politique. Mardi soir, il était l’invité du Club genevois de débat de l’Université de Genève pour parler de son livre, Socrate au pays des wokes, aux Editions Ouverture, collection poche.""},{""text"":""D’emblée, il annonce la couleur: «Ceux qui défendent la liberté de pensée ont toujours eu des ennuis. Comme Socrate, symbole de la liberté d’expression, Aristote ou Spinoza, qui s’écartaient de l’opinion commune. Aujourd’hui, la liberté d’expression est menacée, je le constate aussi dans l’enseignement.» C’est sans doute la raison qui l’a conduit à écrire cette fiction courte et efficace, dont l’intrigue se passe dans une université américaine. Harry, alias Socrate, un professeur de haute renommée, est accusé par des étudiants de soutenir le «racisme systémique» alors qu’il pense s’élever contre le phénomène d’essentialisation et de victimisation. Héritier des Lumières, le héros du roman se heurte à l’idéologie «fanatique» d’une minorité d’étudiants qui veulent lui faire mettre genou à terre et dont les idées contaminent l’alma mater et la presse. En quelques heures, il devient un paria aux yeux du monde et «un vestige, une relique sur pattes», à ses propres yeux. Au-delà du destin personnel d’un prof, ce sont les conséquences de ce mouvement que l’auteur questionne.""}]"
"1732987133-66","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Débats: le conflit israélo-palestinien agite les universités suisses","2024-05-23T22:16:41Z","","https://news.google.com/read/CBMinwFBVV95cUxPY3VDY1hTUWN4VEVHSkhHcW1XRTY1ZlE0c243RnFfdFltWUcwWmRfaXFVUjdzTEVjYXBfOC1KRnM0YUhsRGx1TkM1cGl6TW4xUFJzNzhHamRTZGJwTEgxWHNwV1Z4TDVacE1JZUZYN3Btc1pWOWNEcXdaenhmSGt1VHIxX2VzQmg1a05HOGx0MlZtRDlqSkoxbXkzemtJdHM?hl=fr&gl=FR&ceid=FR%3Afr","","","Laure Lugon Zugravu","","[]"
"1732987137-67","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Après Uni-Mail, Hepia a connu une mobilisation éclair ce mardi à Genève","2024-05-14T07:00:00Z","","https://news.google.com/read/CBMixwFBVV95cUxQTEJpMVEzSG1ZUGE3QVRTZ0ZaaGNCM2tfOWdLM1hiYmUxbk53b0Z6UDJxUlRTTV92MS1BNUhkQURpWk9UN2FsN3QwN3pINjF5VTZzMXRpWHhnX29fM2c2OHotVVVKSEEzbVF0T2ljUzZlRDJiSktseXlWZTdfX09fSXp1eTU1dWpPank3aFFJc25ybUJqRFFZdzBsTGJ6dG54cGpSNzZIV2h2SjYzbk45S3Z1ZjBoMDZ5ZmhWZUkzT1h6TGxpdzNZ?hl=fr&gl=FR&ceid=FR%3Afr","","","Sylvia Revello","Publié le 14 mai 2024 à 15:09. / Modifié le 15 mai 2024 à 07:41.","[{""text"":""La mobilisation estudiantine pour Gaza se poursuit à Genève. Après Uni-Mail, c’est le bâtiment d’Hepia (Haute Ecole du paysage, d’ingénierie et d’architecture de Genève) qui a brièvement été occupé mardi par des étudiants pro-palestiniens. En milieu d’après-midi, la police est intervenue pour faire sortir les occupants, qui se sont exécutés dans le calme. Tous sont repartis libres, précise la police. La directrice de l’école avait auparavant fixé un ultimatum aux étudiants pour qu’ils quittent les lieux. La délocalisation du mouvement vers Hepia avait été décidée par la Coordination étudiante Palestine (CEP) lors d’une assemblée sur le parvis d’Uni-Mail le matin même.""}]"
"1732987140-68","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Universités occupées: une crise de l’autorité","2024-05-19T07:00:00Z","","https://news.google.com/read/CBMikAFBVV95cUxNQk9FUU5OeXgxdFJiZjBLSUIyZGxnOEFaNG81U1Q3MlBudmlRODlHb0tuYzloN3hCc2VicnRwNldHbjUzMTZnb3g4SW1YbFk3ZHpSOUY4TVYtd05PM3dXeGtLQlhkbGtYTG5Xek1adS1kR2Y4ekZHUTZvTTRmYk5OTzBYekNKX0w5VkoxeDQ4anY?hl=fr&gl=FR&ceid=FR%3Afr","","","Marie-Hélène Miauton","Publié le 19 mai 2024 à 11:04. / Modifié le 23 mai 2024 à 17:48.","[{""text"":""Jeudi 2 mai (en mai, fais ce qu’il te plaît!), une trentaine d’étudiants de l’Université de Lausanne décide d’occuper un hall d’entrée. Vendredi, le rectorat les autorise à rester jusqu’à lundi. Samedi, ils en profitent pour organiser une manifestation. Lundi, ils sont plusieurs centaines, soutenus par une partie du corps professoral. Mardi, nouvelle exigence d’évacuer le bâtiment. Evidemment, personne ne bouge. Mercredi enfin, tout le monde rentre dormir chez soi, sans cesser pour autant de faire du sit-in de jour. Ce laxisme attentiste rappelle l’injonction souvent faite aux enfants: «Arrête, sinon la prochaine fois, je me fâche!» – ce qui n’arrive jamais. J’ai aussi entendu récemment une charmante dame le dire à son chien, inconsciente du ridicule de la situation!""},{""text"":""Même topo à Genève où le rectorat propose une «démarche participative» aux étudiants, qui se prétendent insatisfaits des réponses apportées et refusent de retirer leurs calicots problématiques. Ils se montrent cependant étonnés de la faiblesse de leurs interlocuteurs puisque leur porte-parole souligne: «Nous n’étions pas du tout sûrs de pouvoir rester hier toute la journée, ni de pouvoir dormir ici ou d’avoir une rencontre avec le rectorat. » Après moult invitations au dialogue, étalage de compréhension, sollicitations affables à quitter les lieux, il a fallu appeler la police pour procéder à l’évacuation.""}]"
