web-scraper-order,web-scraper-start-url,titre,description,lien,lien-href,auteur,Lieu,infos,texte
"1732480489-11","https://www.letemps.ch/profil/laure-lugon-zugravu?page=13","Absentéisme hospitalier: le covid n’explique pas tout","Depuis deux ans, les hôpitaux romands affichent des taux d’absence pour maladie en hausse, mais sans explosion. Ils étaient déjà importants avant la pandémie. Mais il y a de fortes disparités entre établissements","Absentéisme hospitalier: le covid n’explique pas tout","https://www.letemps.ch/suisse/absenteisme-hospitalier-covid-nexplique","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 25 janvier 2022 à 19:05. / Modifié le 10 juin 2023 à 14:57.","[{""texte"":""Alors qu’on entrevoit le bout du tunnel, le personnel hospitalier est toujours sous pression. C’est ce que répètent les autorités depuis des mois. La semaine dernière, le Réseau hospitalier neuchâtelois (RHNe) était contraint de réduire son activité en raison d’un absentéisme en hausse de 30%, entre les malades, les quarantaines et les gardes d’enfants. L’établissement tirait la sonnette d’alarme, expliquant qu’il lui faudrait trouver plus de 40 remplaçants chaque jour. Alors qu’en est-il vraiment de l’absentéisme du personnel soignant en Suisse romande?""},{""texte"":""La réalité de la progression, en comparaison sur quatre ans, hors congés maternité et tous services confondus, n’est pas alarmante. Elle montre une hausse significative dans la plupart des établissements, mais pas une explosion. Même si certains secteurs sont plus exposés que d’autres selon les pics – les soins intensifs à Genève étaient frappés de 15% d’absentéisme en septembre de l’année dernière. Mais globalement, on constate une augmentation d’un ou deux points selon les hôpitaux, maladies et accidents confondus. Sauf à Neuchâtel, précisément, où l’absentéisme n’a quasiment pas bougé (5,2% en 2018 et 2019, 5,3% et 5,5% en 2020 et 2021, pour 2800 collaborateurs).""}]"
"1732480493-12","https://www.letemps.ch/profil/laure-lugon-zugravu?page=13","A Genève, le scandale de Mancy suscite des réactions politiques contrastées","Au lendemain des révélations du «Temps» et de «Heidi.news» sur les maltraitances répétées au sein de cet établissement spécialisé, des députés prennent position pour dénoncer la «faillite d’une institution publique»","A Genève, le scandale de Mancy suscite des réactions politiques contrastées","https://www.letemps.ch/suisse/geneve/geneve-scandale-mancy-suscite-reactions-politiques-contrastees","[]","","Publié le 27 janvier 2022 à 21:24. / Modifié le 10 juin 2023 à 15:01.","[{""texte"":""Au lendemain de l’enquête conjointe du Temps et de Heidi.news faisant état de maltraitances répétées au foyer de Mancy, le scandale agite le sérail politique genevois. «L’effet boite noire», c’est ainsi que le député socialiste Cyril Mizrahi décrit les conditions qui ont pu mener à de telles dérives dans un établissement qui accueille des jeunes atteints d’autisme sévère ou de lourdes déficiences intellectuelles. «Pour les familles, il est très difficile de savoir ce qu’il se passe exactement dans ce genre de lieux, on parle de jeunes vulnérables qui ne peuvent souvent pas verbaliser ce qu’ils vivent», rappelle l’avocat spécialisé dans la défense des personnes handicapées.""},{""texte"":""Notre enquête:  EXCLUSIF – Des enfants autistes maltraités dans l’impunité au foyer de Mancy""},{""texte"":""Dans le cadre de son activité professionnelle, Cyril Mirzahi a notamment défendu la mère d’un ancien pensionnaire de Mancy à qui le Tribunal de protection de l’adulte et de l’enfant a voulu retirer la curatelle. «Quand ma cliente a décidé que son fils ne retournerait plus à Mancy, elle soupçonnait déjà des mauvais traitements. La question est désormais de savoir quand la ligne rouge a été franchie», appuie-t-il, soulignant l’importance particulière du contrôle dans ces institutions.""},{""texte"":""A ses yeux, l’urgence est désormais de suspendre les personnes soupçonnées de maltraitance et de faire en sorte que cela ne puisse pas se reproduire. «On parle de fait inqualifiables, de la faillite d’une institution publique, déplore-t-il. Il faut établir précisément ce qui s’est passé, les responsabilités des uns et des autres.» La responsabilité juridique de l’Etat entre en effet en jeu selon lui. «Si tort il y a, les victimes doivent être indemnisées car la réponse n’a manifestement pas été à la hauteur des enjeux.»""},{""texte"":""Lire aussi: Dénonciation pénale dans le scandale du foyer spécialisé de Mancy à Genève""},{""texte"":""Du côté de la commission du contrôle de gestion du Grand Conseil, qui s’était auto-saisie de l’affaire, les nouvelles révélations sont diversement appréciées. «Nous avons déjà traité le sujet et ces éléments ne changent pas les conclusions auxquelles nous sommes parvenus en décembre dernier, note le député PLR Jean Romain. Ils tendraient plutôt à innocenter Sandra Capeder et à charger la conseillère d’Etat Anne Emery-Torracinta. Or, nous ne sommes pas une instance juridique et n’avons pas à traiter de cela.»""},{""texte"":""Pour mémoire, la commission demandait, entre autres, l’ouverture d’une enquête administrative pour enquêter sur les dysfonctionnements et la non-dénonciation de faits pouvant se révéler pénaux, mais aussi une restructuration du service médico-pédagogique et la mise en place d’un organisme de contrôle indépendant chargé de visites non planifiées de ces structures.""},{""texte"":""Pas suffisant pour le député PDC Bertrand Buchs, membre lui aussi de la commission de gestion, pour qui il s’agit au contraire, à la lumière de ces nouveaux éléments, «de poursuivre les investigations et de réentendre Sandra Capeder et la conseillère d’Etat. Au niveau politique, on ne peut pas laisser passer cela, même s’il y a une plainte pénale.» Il relève aussi l’extrême complexité de fonctionnement au DIP, «où personne ne comprend qui dit quoi, qui remonte quoi.» La commission en discutera lundi prochain.""}]"
"1732480495-13","https://www.letemps.ch/profil/laure-lugon-zugravu?page=13","Bientôt un doctorat en mathématiques appliquées pour rouler à Genève","OPINION. Le Conseil d’Etat veut diminuer le bruit en mettant en œuvre une réduction de la vitesse automobile par zone et en fonction de l’heure. L’idée de génie pour embêter les automobilistes. Mais il manque de véritable alternative, faute d’un projet global et cohérent pour le trafic","Bientôt un doctorat en mathématiques appliquées pour rouler à Genève","https://www.letemps.ch/opinions/bientot-un-doctorat-mathematiques-appliquees-rouler-geneve","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 29 janvier 2022 à 10:54. / Modifié le 10 juin 2023 à 14:56.","[{""texte"":""D’abord un aveu, comme ça c’est clair: contrairement aux bonnes pratiques, je circule à Genève en voiture ou en scooter. Sacrebleu, comment est-il possible, en 2022? C’est bien simple: j’habite un village de la campagne desservi par un bus une fois par heure. Hormis pour les retraités et ouvriers agricoles, il s’avère plutôt inutile, d’ailleurs il est vide. Ses horaires ne permettent pas même aux collégiens d’être à l’heure à l’école. Ils roulent donc en scooter.""},{""texte"":""Aussi me suis-je abîmée, comme d’autres congénères champêtres, dans la représentation conceptuelle de la stratégie de vitesse diurne et nocturne que le Conseil d’Etat genevois veut mettre en place, à la suite de l’acceptation par le peuple de la loi sur la mobilité. Si vous aimez les jeux de logique, je vous recommande chaudement cette cartographie. Vous en ressortez pantois devant ce qu’il vous faudra endurer si, par aventure, vous deviez vous déplacer en engin motorisé, honte à vous.""}]"
"1732480499-14","https://www.letemps.ch/profil/laure-lugon-zugravu?page=13","Scandale du foyer de Mancy: une sous-commission va enquêter","Au vu des derniers éléments révélés par la presse, la Commission du contrôle de gestion a constitué une sous-commission de trois élus. Ils seront chargés de faire la lumière sur les maltraitances subies par des enfants autistes","Scandale du foyer de Mancy: une sous-commission va enquêter","https://www.letemps.ch/suisse/geneve/scandale-foyer-mancy-une-souscommission-va-enqueter","[]","","Publié le 31 janvier 2022 à 17:20. / Modifié le 08 février 2022 à 11:19.","[{""texte"":""Dans l’affaire du foyer de Mancy, les députés passent la vitesse supérieure. Lundi, la Commission du contrôle de gestion du Grand Conseil a décidé, à l’unanimité des membres présents, de constituer une sous-commission pour faire la lumière sur les dysfonctionnements.""},{""texte"":""Pourtant, la Commission de contrôle de gestion s’était autosaisie, en automne dernier, de cette problématique, lorsque furent révélés des cas de maltraitance dans ce foyer pour enfants et jeunes autistes sous l’égide de l’Office médico-pédagogique (OMP). En décembre dernier, elle communiquait ses conclusions. Mais la semaine dernière, une nouvelle enquête du Temps et de Heidi.news a mis au jour des témoignages glaçants d’ex-employés, qui démontrent que les maltraitances étaient répétées: des enfants traînés par les vêtements, violentés, privés de nourriture, laissés parfois dans leurs excréments. La conseillère d’Etat, Anne Emery-Torracinta, s’est alors dédouanée en expliquant que son «erreur consistait à croire que le problème ne concernait qu’un seul enfant».""}]"
"1732480501-15","https://www.letemps.ch/profil/laure-lugon-zugravu?page=13","Les élus nyonnais demandent des comptes","Les conseillers communaux ont pu poser toutes leurs questions à la municipalité lors d’une séance extraordinaire fleuve, où l’on apprend notamment que la crise récente a coûté 280 000 francs. Les conventions de départ auront coûté près de 600 000 francs durant la dernière législature","Les élus nyonnais demandent des comptes","https://www.letemps.ch/suisse/vaud/elus-nyonnais-demandent-comptes","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 01 février 2022 à 00:57. / Modifié le 01 février 2022 à 13:34.","[{""texte"":""De mémoire de Nyonnais, et probablement de Vaudois, jamais pareil dispositif n’avait été mis en place, comme celui de lundi soir à Nyon au Théâtre de Marens. On n’y joue pas exactement un vaudeville, mais presque de la politique spectacle: la séance extraordinaire du conseil communal, suite à l’affaire qui secoue la commune. Un cinquième du collège a en effet demandé la tenue de cette séance à laquelle assistent de nombreux journalistes, placés sur la scène, derrière les conseillers municipaux. Les 80 élus présents ont pris place dans les gradins des spectateurs.""},{""texte"":""L’administration communale est secouée par un conflit entre un chef de service et le secrétaire municipal, en congé maladie depuis six mois, qui aurait dégénéré en guerre de clans, selon le syndic, Daniel Rossellat. Mandaté pour faire la lumière, l’ancien juge Pierre Muller a rendu une enquête dont les conclusions n’ont pas été dévoilées intégralement et alimentent donc les suspicions. Ces dysfonctionnements ne datent cependant pas d’aujourd’hui, selon une enquête du Temps.""}]"
"1732480505-16","https://www.letemps.ch/profil/laure-lugon-zugravu?page=13","L’étoile de Daniel Rossellat pâlit","A la suite de la séance fleuve de lundi soir, les élus nyonnais confient leur scepticisme devant les explications de la municipalité. Certains estiment que le fond du problème n’a pas été abordé","L’étoile de Daniel Rossellat pâlit","https://www.letemps.ch/suisse/letoile-daniel-rossellat-palit","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 01 février 2022 à 22:14. / Modifié le 02 février 2022 à 00:18.","[{""texte"":""Lundi à Nyon, la soirée cathartique qui promettait le grand déballage s’est éternisée jusqu’à une heure du matin. Cinq heures de palabres, 42 questions écrites, pour un exercice de transparence qui en a laissé plus d’un sur sa faim. Les conseillers communaux – ainsi qu’une soixantaine de personnes venues assister à cette séance publique – attendaient en effet des réponses de la municipalité sur la crise qui secoue l’administration. Or, on a beaucoup tourné autour du pot, détaillé des procédures, invoqué la protection de la personnalité pour expliquer la non-divulgation de l’enquête administrative de l’ancien juge cantonal Pierre Muller – alors que la section vaudoise du Syndicat des services publics (SSP) en a publié des extraits la semaine dernière –, ergoté sur les sanctions prévues, donnant ainsi l’impression de s’attacher aux bisbilles plutôt qu’au nœud du problème.""},{""texte"":""D’abord tout en rondeur, les conseillers communaux se sont montrés de plus en plus en plus agacés au fil des heures, mettant le syndic Daniel Rossellat, et son équipe, sur le gril. En guise de clap de fin, l’Indépendant Jean-Pierre Vuille a lancé: «On a l’impression que la municipalité rejoue le film Il faut sauver le soldat Ryan, à la différence que le film, lui, était bon.» Il faisait référence aux tentatives de protéger le secrétaire municipal autour de qui se cristallise une part du conflit.""}]"
"1732480508-17","https://www.letemps.ch/profil/laure-lugon-zugravu?page=13","Les soirées pyjama de Spartacus à Genève","CHRONIQUE. La ludothèque du Petit-Saconnex n’a rien trouvé de mieux à faire qu’organiser une soirée jeux interdite aux hommes cisgenres. Annulée sous le feu des critiques, l’initiative a cependant été défendue par la conseillère administrative de la ville de Genève, Christina Kitsos","Les soirées pyjama de Spartacus à Genève","https://www.letemps.ch/opinions/chroniques/soirees-pyjama-spartacus-geneve","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 05 février 2022 à 10:56. / Modifié le 05 février 2022 à 18:20.","[{""texte"":""Vous connaissez la fable de la néo-féministe et du gars cisgenre? (Petit lexique de rattrapage des néologismes à la mode: un homme «cis» est un homme qui se reconnaît dans ce genre assigné à la naissance. Humblement, j’avoue ne pas encore avoir capté toutes les subtilités caractérisant la nouvelle espèce humaine, comme la différence entre «gender fluid» et «non binaire», au hasard).""},{""texte"":""Or donc: un garçon (profitons de pouvoir encore utiliser ce mot old school) veut aller disputer un Scrabble à la ludothèque du Petit-Saconnex. C’est peu crédible, me direz-vous, mais c’est pourtant la seule invraisemblance de l’histoire. Tout le reste est bien réel et s’est déroulé à Genève cette semaine. Devant l’établissement, le garçon lit ceci: «Soirée jeux en mixité choisie sans hommes cisgenres». Légitimement, il s’interroge sur son exclusion alors qu’il a grandi dans l’évidence de l’égalité. Il tombe alors sur la très smart conseillère administrative de la ville de Genève, Christina Kitsos, chargée de la Cohésion sociale et de la solidarité, en train de donner une interview à la Julie et qui lance: «Cette soirée devait promouvoir le vivre-ensemble.» Le garçon s’en retourne, perplexe, en envisageant de laisser tomber le Scrabble au profit des Loups-Garous de Thiercelieux.""}]"
"1732480511-18","https://www.letemps.ch/profil/laure-lugon-zugravu?page=13","L’étrange cadeau de la ville de Genève aux femmes","Une motion propose d’offrir aux femmes une carte de rabais de 20% sur les entrées des lieux culturels et des centres sportifs de la ville. Une discrimination vis-à-vis des hommes pour corriger l’inégalité salariale. Réactions","L’étrange cadeau de la ville de Genève aux femmes","https://www.letemps.ch/suisse/letrange-cadeau-ville-geneve-aux-femmes","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 07 février 2022 à 20:30. / Modifié le 08 février 2022 à 09:28.","[{""texte"":""Au chapitre des initiatives bienveillantes à l’égard des groupes prétendument discriminés, voici la dernière-née de la ville de Genève: offrir un rabais de 20% aux femmes sur les entrées dans les institutions, les lieux culturels ainsi que dans les centres sportifs de la ville. C’est le projet sur lequel le Conseil municipal (parlement) se prononcera mardi. Déposé en avril 2019 par plusieurs élus d’Ensemble à gauche (dont certains ne siègent plus), mais aussi du PS et du Centre (ex-PDC), ce projet de délibération s’est depuis transformé en motion, moins contraignante. Mais il a tout de même ses chances.""},{""texte"":""Pour les signataires, le constat est simple. La loi sur l’égalité ne s’étant pas encore répercutée sur les salaires, il s’agit de donner un signal fort pour corriger cette injustice. Ils insistent sur l’écart salarial subsistant entre hommes et femmes (20%, assurent-ils), sur la rente LPP inférieure pour les femmes (un phénomène normal, puisque celles-ci travaillent davantage à temps partiel), sur le fait que le travail domestique n’est pas rémunéré. Ils constatent aussi que «70% des ressources allouées aux activités sportives subventionnées en ville sont utilisées par des hommes».""}]"
"1732480514-19","https://www.letemps.ch/profil/laure-lugon-zugravu?page=13","Politique culturelle: les Genevoises au rabais","La motion de la gauche réclamant un 20% de réduction uniquement pour les femmes dans les lieux culturels et les centres sportifs de la ville de Genève a passé. Au Conseil administratif de trouver des modalités d’application","Politique culturelle: les Genevoises au rabais","https://www.letemps.ch/suisse/geneve/politique-culturelle-genevoises-rabais","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 10 février 2022 à 19:22. / Modifié le 10 février 2022 à 21:22.","[{""texte"":""C’est dans la poche: 20% de réduction sur les entrées dans les lieux culturels, les centres sportifs de la ville ainsi que les centres de loisirs, uniquement pour les femmes, et sauf pirouette du Conseil administratif de la ville de Genève. Au terme d’un long débat, le Conseil municipal a accepté haut la main, mercredi, la motion lancée en 2019 par Ensemble à gauche et des représentants Verts, socialistes, du Centre et même MCG, visant à compenser les inégalités salariales.""},{""texte"":""«C’est stupéfiant, s’indigne Michèle Roullet, conseillère municipale PLR. On prétend lutter contre les discriminations par une autre discrimination, celle des hommes.» Un point de vue partagé par la conseillère d’Etat Nathalie Fontanet, qui s’exprimait lundi à ce sujet, insistant aussi sur la position de victimes dans lequel ce projet place les femmes. De plus, cette mesure paraît inconstitutionnelle, puisque contraire à l’égalité. Outré, l’UDC a même proposé un amendement réclamant 35% de réduction, par provocation.""}]"
"1732480517-20","https://www.letemps.ch/profil/laure-lugon-zugravu?page=13","Vous m’obligeriez en cessant de parler en mon nom","OPINION. La ville de Genève veut offrir aux femmes un rabais de 20% dans les lieux culturels et sportifs de la cité pour compenser l’inégalité salariale. Outre le grotesque de l’affaire, c’est assez vexant. Je propose de rebaptiser le Conseil municipal «l’Honorable assemblée des dames patronnesses»","Vous m’obligeriez en cessant de parler en mon nom","https://www.letemps.ch/opinions/chroniques/mobligeriez-cessant-parler-nom","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 12 février 2022 à 11:01. / Modifié le 12 février 2022 à 13:02.","[{""texte"":""Il y a peu, j’aimais à dire, au détour de discussions entre amis: «J’aurai vécu comme un homme.» Je ne l’entendais pas de manière provocatrice, mais comme une façon de saluer les avancées du siècle qui firent de moi un humain libre de ses actes, de ses choix, de ses errances, de son métier, de ses colères, de ses dépenses. Mais ça, c’était avant. La ville de Genève, entonnant une petite musique très à la mode et qui m’est extraordinairement désagréable, est venue brutalement me rappeler cette semaine que je ne suis pas tout à fait un homme comme un autre. Que j’ai droit à davantage de considération, de compassion, d’aide, de diligence. De mépris.""},{""texte"":""Ainsi donc, une majorité de conseillers municipaux se promet d’offrir aux Genevoises un rabais de 20% dans les lieux culturels et sportifs de la Cité de Calvin, au prétexte que l’égalité salariale n’est toujours pas de mise en Helvétie. Que cette volonté soit discriminante vis-à-vis des hommes, contraire au droit supérieur probablement, qu’elle serve mieux les bourgeoises que les femmes en situation de précarité, selon le champ lexical à l’honneur, c’est fâcheux et Genève se ridiculise. Un lecteur m’écrivait d’ailleurs ce mot en début de semaine: «Vous en avez encore beaucoup en réserve, des genevoiseries de ce genre?»""}]"
"1732480520-21","https://www.letemps.ch/profil/laure-lugon-zugravu?page=13","La tentation «woke» déchire les écologistes genevois","Le parti écologiste genevois accuse deux démissions, dont une pour des raisons de ligne idéologique. Le parti, comme le reste de la gauche, est fracturé entre les pragmatiques universalistes et les partisans des luttes identitaires","La tentation «woke» déchire les écologistes genevois","https://www.letemps.ch/suisse/geneve/tentation-woke-dechire-ecologistes-genevois","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 25 février 2022 à 07:54. / Modifié le 25 février 2022 à 09:58.","[{""texte"":""Certaines démissions politiques en disent long sur un malaise profond. Ainsi en va-t-il de celle du conseiller municipal vert en ville de Genève Yves Herren, qui vient de quitter son parti, le 22 février, a appris Le Temps. Contacté, il n’a pas souhaité commenter sa décision et continuera à siéger en indépendant. Mais sa lettre à l’attention de la présidence, que nous nous sommes procurée, pointe un problème ressenti par d’autres écologistes: les pragmatiques perdent du terrain face à la génération qui embrasse le wokisme, ce courant militant des luttes intersectionnelles.""}]"
"1732480526-22","https://www.letemps.ch/profil/laure-lugon-zugravu?page=12","Les larmes de l’ambassadeur sur une page déchirée","OPINION. C’est l’effroi et la sidération devant l’invasion russe de l’Ukraine. Tout le monde y va de ses commentaires, analyses, condamnations, lamentations. Dans tout ce vacarme, j’ai surtout retenu l’émotion de l’ancien ambassadeur de Suisse à Moscou, Yves Rossier, sur le plateau d’«Infrarouge»","Les larmes de l’ambassadeur sur une page déchirée","https://www.letemps.ch/opinions/larmes-lambassadeur-une-page-dechiree","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 26 février 2022 à 10:08. / Modifié le 11 juin 2023 à 01:20.","[{""texte"":""D’ordinaire, les sujets qui se prêtent à la satire et au mordant ne manquent pas. Mais depuis jeudi matin, tous ont rejoint le banc des futilités, rendus à leur nature par la guerre sur la terre européenne. Une guerre avec chars, blindés et armes automatiques, à l’ancienne, de celles qu’on pensait ne jamais revoir, certains allant même jusqu’à croire benoîtement que la guerre 2.0 épargnerait les hommes grâce à ses drones, ses robots et ses cyberillusions. Au lieu de cela, des combats au sol, des files de réfugiés, des morts. Si on savait déjà que le monde n’était pas celui enchanté que nous promettait l’après-guerre, on n’en attendait tout de même pas cette amère illustration. (Penser à appeler le GSsA)""},{""texte"":""La frénésie a saisi l’Europe, alors que jusqu’ici l’Ukraine ne déchaînait pas les passions. Si on a vu, pendant deux ans de pandémie, tout un chacun se muer en scientifique averti, voilà que chacun se pique désormais de géostratégie ou de psychologie, s’agissant du fou furieux du Kremlin. Je laisse aux gens éclairés les analyses, aux gens amènes les cris d’effroi, aux indignés les condamnations sans autre effet qu’une conscience à bon compte, l’étonnement à ceux qui découvrent que des armes suisses sont utilisées en Ukraine – c’est en général ce qui arrive quand on fabrique ce type de joujou en se persuadant qu’il ne finira pas sur des champs de bataille. Je laisse à ceux qui auraient su éviter la guerre les lamentations devant l’hypocrisie des dirigeants et la faiblesse des sanctions, les critiques acerbes à la Suisse molle aux amoureux de la parole musclée mais sans risque, le pavé aux pacifistes qui font un abus de langage en appelant leur colère de la résistance.""}]"
"1732480529-23","https://www.letemps.ch/profil/laure-lugon-zugravu?page=12","Cette neutralité à géométrie variable","A chaque conflit, la question de la compatibilité entre sanctions et neutralité fait débat en Suisse. Histoire d’un concept sujet à interprétations en fonction de pesées d’intérêts largement dépendants de la politique intérieure","Cette neutralité à géométrie variable","https://www.letemps.ch/suisse/cette-neutralite-geometrie-variable","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 28 février 2022 à 19:16. / Modifié le 05 mars 2023 à 16:37.","[{""texte"":""Cette fois, la Suisse cesse de se tortiller et reprend les sanctions européennes à l’égard de la Russie. Car tel n’a pas toujours été le cas, comme en 2014, lors de l’invasion de la Crimée, où la Suisse ne s’est pas alignée. A chaque conflit, c’est la même chanson. La neutralité s’accommode-t-elle de sanctions?""},{""texte"":""Lire aussi : La Suisse aligne ses sanctions russes sur l’UE""}]"
"1732480532-24","https://www.letemps.ch/profil/laure-lugon-zugravu?page=12","Andreas Gross: «Nous sommes encore dans l’après-guerre»","La guerre conventionnelle qui se déroule en Ukraine ne fait pas fléchir ce fondateur du GSsA. Pour lui, l’armée suisse est inutile, même s’il sait que les temps sont peu propices à ce discours. Bon connaisseur de la Russie et de l’Europe de l’Est, il estime que les Occidentaux ont creusé le fossé avec les Russes","Andreas Gross: «Nous sommes encore dans l’après-guerre»","https://www.letemps.ch/suisse/andreas-gross-sommes-lapresguerre","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 01 mars 2022 à 18:32. / Modifié le 02 mars 2022 à 23:01.","[{""texte"":""A l’heure où la guerre ravage l’Ukraine, comment ne pas interroger Andreas Gross, membre fondateur du Groupe pour une Suisse sans armée (GSsA), sur sa position actuelle concernant la défense militaire suisse? Conseiller national socialiste zurichois de 1991 à 2015, délégué au Conseil de l’Europe de 1995 à 2016, il a été responsable pour le monitoring de la Russie. Il a observé 96 élections, dont 6 en Russie et 20 en Ukraine et en Crimée. Son regard sur les racines du conflit et ses souvenirs d’une rencontre avec Vladimir Poutine, vingt-deux ans plus tôt.""},{""texte"":""Une guerre conventionnelle en Europe, avec chars et blindés. De quoi ébranler les convictions du fondateur du GSsA?""}]"
"1732480535-25","https://www.letemps.ch/profil/laure-lugon-zugravu?page=12","Scandale de Mancy: la prestation d’Anne Emery-Torracinta jugée sévèrement par les élus","L’attitude de la conseillère d’Etat lors de la présentation d’une enquête externe commandée par ses soins est perçue comme un «sauve-qui-peut inacceptable»","Scandale de Mancy: la prestation d’Anne Emery-Torracinta jugée sévèrement par les élus","https://www.letemps.ch/suisse/geneve/scandale-mancy-prestation-danne-emerytorracinta-jugee-severement-elus","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 03 mars 2022 à 19:05. / Modifié le 03 mars 2022 à 21:08.","[{""texte"":""Difficile de mécontenter davantage une grande partie de la classe politique. L’exercice de la conseillère d’Etat Anne Emery-Torracinta, lors de la conférence de presse retransmise par Léman bleu, a été vu par beaucoup comme un sauve-qui-peut inacceptable.""},{""texte"":""«C’est pas moi, c’est ma sœur qui a cassé la machine à vapeur. Voilà ce qu’a dit en substance la magistrate, figée dans une forme de déni, devant un rapport qui confirme ce qu’ont dit Le Temps et Heidi.news», estime le député PLR Alexandre de Senarclens. Au Centre, le député Bertrand Buchs juge cette prestation «surréaliste» pour les mêmes raisons: «Dans ce département, tout le monde se renvoie la balle. Ce qui me choque, c’est l’absence totale de prise de responsabilité du Conseil d’Etat in corpore.»""}]"
